word,meaning_short,meaning_raw,tsl rank
superior,(程度・質が)『普通(平均)以上に優れた』,"(程度・質が)『普通(平均)以上に優れた』,優秀な / (地位・階級などが)『上位の』,上級の,目上の / (数量的に)勝る,優勢な / (言動が)偉ぶった,高慢な / 《補語にのみ用いて》(…に)屈しない,動じない《+to+名》 / 《名詞の前にのみ用いて》(動・植物の器官や部分が)上位の,上についている / (地位・階級などが)『上位の人』,上役,上司,先輩 / 『いっそう優れた人』 / 《しばしば S-》修道院長",492
airfare,航空運賃,航空運賃,493
bake,(特にオーブンで)〈食物〉を『焼く』,"(特にオーブンで)〈食物〉を『焼く』,焼いて料理する / 〈れんがなど〉を焼き固める;〈太陽が〉…を焦がす / (日にあたって)〈皮膚など〉を焼く / 〈パンなどが〉焼ける;〈人が〉パンを焼く / 〈土地・人などが〉日に焼ける",494
businessperson,実業家、会社員,実業家、会社員,495
considerably,『かなり』,"『かなり』,相当に,非常に",496
faulty,欠点(欠陥)のある,欠点(欠陥)のある,497
hobby,(他の人と多少変わった)『趣味』,"(他の人と多少変わった)『趣味』,道楽",498
informal,『正式でない』,"『正式でない』,略式の / 打ち解けた,儀式ばらない / 口語体の,会話調の",499
kilometer,キロメートル,キロメートル,500
lawn,『芝生』[『地』] ,『芝生』[『地』] / ローン(ハンカチ・ブラウスなどに用いるごく薄地のリネンまたは木綿布),501
microscope,『顕微鏡』,『顕微鏡』,502
mislead,〈人〉を誤って道案内する ,"〈人〉を誤って道案内する / 〈人〉を誤らせる,誤解させる",503
misplace,…を置き間違える;…を置き忘れる ,…を置き間違える;…を置き忘れる / (受ける価値のない人・物に)〈愛情・信頼など〉を間違って与える《+『名』+『in』+『名』》,504
newsstand,(駅・街頭などの)新聞雑誌売場,(駅・街頭などの)新聞雑誌売場,505
overhead,『頭上高く』,"『頭上高く』,空に / 『頭上にある』,空にある / 〈C〉《英では複数形で》一般諸経費",506
portfolio,(書類などを入れる)折りかばん,"(書類などを入れる)折りかばん,書類かばん / 大臣の職務 / 有価証券の明細表・ポートフォリオ (金融資産の総体)",507
rack,《しばしば複合語を作って》(枠・網・棒などで作られた)…『掛け』,"《しばしば複合語を作って》(枠・網・棒などで作られた)…『掛け』,…『のせ』,…『棚』(たな)陳列棚;網棚 / 歯ざお(歯車を受ける直線のかみ合せ歯) / (昔の)拷問(ごうもん)台;《『the~』》拷問;(肉体・精神の)苦痛 / (肉体的・精神的に)(…で)〈人〉を苦しめる,悩ませる《+『名』+『with』+『名』》・「rack one's brains」で「知恵を絞る」 / ちぎれ雲,飛び雲 / 破滅,破壊",508
remodel,…を作り直す,"…を作り直す,改造する,…の型を直す",509
statistics,《複数扱い》『統計』,"《複数扱い》『統計』,統計資料,統計表 / 《単数扱い》『統計学』",510
tunnel,『トンネル』,"『トンネル』,地下道,坑道 / 〈山など〉にトンネルを掘る / 〈トンネルなど〉を掘る / トンネルを掘る",511
unlimited,(空間的に)限りない,"(空間的に)限りない,果てしない(boundless) / 無制限の,無条件の / 過度の,非常な(excessive)",512
vitamin,『ビタミン』,"『ビタミン』,栄養素(身体の正常な機能を維持するために少量ながら必要な有機化合物)",513
zoo,『動物園』,『動物園』,514
alert,『油断のない』,"『油断のない』,用心深い / (頭の回転・動作などが)機敏な / (動作が)敏しょうな / 〈U〉《しばしばthe ~》警戒,用心 / 〈C〉警報;警報発令期間 / (…に対して)…に警報(警告)を出す,警戒態勢をとらせる《+『名』+『to』+『名』》",515
auditorium,(教会・劇場などの)聴衆席,"(教会・劇場などの)聴衆席,観客席 / (学校などの)講堂;(演劇などのための)公会堂",516
celebrity,〈C〉有名人 ,〈C〉有名人 / 〈U〉名声,517
deduct,(総計・総額から)…を差し引く,"(総計・総額から)…を差し引く,控除する《+『名』+『from』+『名』》",518
disruption,混乱,"混乱,中断,分裂,崩壊[状態]",519
electrician,電気技師,"電気技師,電気工",520
enthusiastic,『熱狂的な』,"『熱狂的な』,熱烈な",521
graduation,〈U〉『卒業』(《英》では大学の卒業に限る) ,"〈U〉『卒業』(《英》では大学の卒業に限る) / 〈C〉《米》卒業式 / 〈C〉(計器などの)目盛り,度盛り",522
icy,『氷の』,"『氷の』,氷で覆われた / 『氷のように冷たい』 / 冷淡な,よそよそしい",523
irregular,『不規則な』;不定の ,"『不規則な』;不定の / (行いなどが)不規律な,乱れた / 不ぞろいな / (文法で)不規則変化の / 正規でない人(物),非正規兵 / 特価品",524
login,ログイン,ログイン,525
managerial,《名詞の前にのみ用いて》経営上の;経営者の,《名詞の前にのみ用いて》経営上の;経営者の,526
mineral,(動植物に対して)『無機物』 ,"(動植物に対して)『無機物』 / 『鉱物』,鉱石 / 《複数形で》《英》炭酸水,清涼飲料(mineral water) / 鉱物の,鉱物質を含む",527
motorcycle,オートバイ ,オートバイ / オートバイで行く,528
necessity,〈U〉《時にa ~》『必要』,"〈U〉《時にa ~》『必要』,必要性;必然,当然のこと・必要品〈C〉《しばしば複数形で》(…に)『どうしても必要なもの』,(…の)必需品《+『of』(『for, to』)+『名』》 / 〈U〉(貧乏・不幸などによる)困窮,窮乏",529
planner,計画者,"計画者,立案者",530
programmer,プログラマー,プログラマー,531
proofread,…を校正する ,"…を校正する / 校正刷りを読む,校正をする",532
recruiter,採用担当者,採用担当者,533
remainder,〈U〉《集合的に;複数扱い》残り,"〈U〉《集合的に;複数扱い》残り,残りの人(物) / 〈C〉(引き算の)残り;(割り算の)余り / 〈特に残本〉を安売りする",534
statue,『像』,"『像』,彫像,立像",535
steadily,『着実に』,"『着実に』,堅実に,たゆまずに",536
stockholder,=shareholder,=shareholder,537
vacant,(部屋・家・座席・土地などが)『あいている』,"(部屋・家・座席・土地などが)『あいている』,無人の / (地位・役職などが)『空席の』,欠員のある / 放心した,ぼんやりした;間の抜けた,ばかな / (時間などが)『あいている』,暇な",538
accessory,《通例複数形で》(…への)『付属品』,"《通例複数形で》(…への)『付属品』,アクセサリー《+『for』+『名』》 / (法律用語で)従犯者,犯人隠匿者 / 付属の / 従犯の",539
assembly,〈C〉(特定の目的をもった)『集会』,"〈C〉(特定の目的をもった)『集会』,『会合』,会議 / 《A-》(米国州議会の)下院 / 〈U〉(機械の)組立て;〈C〉組立て部品",540
basket,『かご』,"『かご』,『バスケット』 / (…の)かご1杯(basketful)《+『of』+『名』》 / (バスケットボールで)ゴールの網 / 得点",541
certification,〈U〉証明,"〈U〉証明,保証,認可,検定;証明書の交付 / 〈C〉証明書(certificate)",542
closure,〈U〉閉鎖;閉店,"〈U〉閉鎖;閉店,休業 / 〈U〉終止,終局 / 〈C〉《英》=cloture(議会の閉会)",543
dislike,…を『嫌う』(進行形にできない) ,"…を『嫌う』(進行形にできない) / (…を)『嫌いなこと』,いや気,嫌悪《+『for』(『of』)+『名』(do『ing』)》",544
downstairs,『階下へ』(『に』),"『階下へ』(『に』),下の階へ(で),(特に)1階へ(で) / 『階下の』(にある),(特に)1階の(にある) / 『階下』,下の階",545
expiration,(期限・権利などの)満了,"(期限・権利などの)満了,終結《+『of』+『名』》 / 《文》息を吐き出すこと,呼気",546
headache,『頭痛』 ,『頭痛』 / 《話》悩みの種,547
jam,ジャム ,"ジャム / (狭い場所などに)…を『押し込む』,詰め込む《+『名』+『into』(『in』,『between』)+『名』》 / 《しばしば受動態で》(…で)〈場所など〉を『ぎっしりふさぐ』《+『名』+『with』+『名』》 / …をぐいっと押す《+『名』+『on』,+『on』+『名』》 / 〈機械など〉を一部がつかえて動かなくする / (周波数の似た電波で混信させて)〈放送・通信〉を妨害する / 〈物が〉つかえる,詰まる / (一部分がつかえて)〈機械などが〉動かなくなる《+『up』》 / (狭い場所などに)しゃにむに入り込む《+『into』+『名』》 / (動きがとれないほどの)混雑,雑踏,押し合い / (機械などが)動かなくなること,故障 / 《話》苦しいはめ,苦境,窮地",548
nail,(手の)『つめ』(fingernail);《まれ》(足の)つめ(toe-nail);(鳥獣の)つめ(claw,"(手の)『つめ』(fingernail);《まれ》(足の)つめ(toe-nail);(鳥獣の)つめ(claw, talon) / 『くぎ』,びょう / (…に)…をくぎ(びょう)で止める《+『名』+『on』(『to』)+『名』》 / (…に)〈人,人の注意・目など〉をくぎ付けにする《+『名』+『on』(『to』)+名》 / 《話》…をつかまえる,しとめる;〈うそなど〉を見破る",549
optimistic,楽天主義の;楽観的な,"楽天主義の;楽観的な,のんきな",550
pedestrian,『歩行者』(walker) ,"『歩行者』(walker) / 《名詞の前にのみ用いて》歩行者の / (文体などが)月並みな,平凡な,ありふれた",551
projection,〈U〉突き出[させ]ること;〈C〉突起 ,"〈U〉突き出[させ]ること;〈C〉突起 / (影・映像などの)透写;(映画・スライドの)映写;〈C〉投影図,投射図 / 〈U〉発射,射出 / 〈C〉予測,予知 / 〈U〉〈C〉(自分の考え・感情を)人に投影すること",552
sleeve,『そで』(袖),"『そで』(袖),たもと / スリーブ(機械の軸棒などをはめ込む金具)",553
suburb,〈C〉(都市の近くの住宅地区としての)『郊外』,"〈C〉(都市の近くの住宅地区としての)『郊外』,近郊 / 《the suburbs》《集合的に》(中心街に対して都市の)郊外[住宅地]",554
takeover,(管理・支配などの)奪取,"(管理・支配などの)奪取,接収;(特に会社などの)乗っ取り",555
unsure,不安定な,"不安定な,不確実な",556
upstairs,階上へ(で),"階上へ(で),2階へ(で) / 階上の,2階の / 階上;2階;(…の)上の階《+of+名》",557
verbal,語の,"語の,言葉の;(意味とは関係なく)言葉の上だけの,語句だけの / 口頭の,口上の(oral) / 逐語的な,文字通りの / 動詞の,動詞的な / 準動詞(不定詞・分詞・動名詞の総称) / 《英話》自白 / 《英話》《おどけて》口げんか",558
visa,(旅券の)査証,"(旅券の)査証,ビザ,入国出国許可 / 〈旅券〉を査証する",559
wildlife,野生生物(特に野生動物),野生生物(特に野生動物),560
workforce,労働人口,"労働人口,全労働力",561
absent,不在の,"不在の,欠席した,欠けている,心を失った(忘却の) / (～から)〈人〉を欠席させる(+名+from+名)",562
